64 Rk - wRCE,Year,Name,School,Position,Classification,G,AVG,OBP,SLG,R,AB,H,2B,3B,TB,HR,RBI,BB,HBP,SF,SH,SO,CS,PO,SB,IBB,PA
"14","2026","Quinton Coats","Cincinnati","1B","So","33","0.348","0.428","0.855","40","138","48","8","1","118","20","47","19","1","1","0","46","0","0","7","2","159"
"15","2026","Aiden Robbins","Texas","CF","Jr","31","0.349","0.418","0.675","34","126","44","4","2","85","11","33","17","0","3","0","30","0","0","8","0","146"
"16","2026","Will Gasparino","UCLA","CF","Jr","30","0.369","0.475","0.757","34","111","41","5","1","84","12","41","18","7","3","0","24","2","0","1","2","139"
"17","2026","James McCoy","Ga. Southern","1B","Sr","32","0.355","0.474","0.595","29","121","43","14","0","72","5","29","24","6","3","0","30","1","0","10","1","154"
"18","2026","Teddy Tokheim","Stanford","LF","Fr","22","0.422","0.505","0.867","27","83","35","10","0","72","9","26","14","0","0","0","13","0","1","0","1","97"
"19","2026","Carlos Vasquez","Kansas St.","LF","Sr","28","0.377","0.430","0.679","28","106","40","7","2","72","7","44","7","5","3","0","20","0","0","3","0","121"
"20","2026","Jack Natili","Cincinnati","C","Jr","33","0.336","0.401","0.635","24","137","46","10","2","87","9","36","14","3","3","0","29","0","0","4","1","157"
"21","2026","Caden Ferraro","Texas Tech","DH","Jr","28","0.443","0.550","0.742","32","97","43","14","0","72","5","34","26","2","4","0","19","0","0","1","1","129"
"22","2026","Myles Bailey","Florida St.","1B","So","26","0.363","0.582","0.913","36","80","29","5","0","73","13","33","35","7","0","0","30","1","0","3","10","122"
"23","2026","Logan Hughes","Texas Tech","LF","Jr","31","0.362","0.510","0.707","43","116","42","11","1","82","9","43","32","3","0","0","19","0","0","2","1","151"
"24","2026","Tre Phelps","Georgia","3B","Jr","32","0.412","0.533","0.798","46","119","49","7","0","95","13","35","12","20","1","0","18","0","0","2","0","152"
"25","2026","Vahn Lackey","Georgia Tech","C","Jr","31","0.405","0.529","0.811","44","111","45","10","1","90","11","39","26","3","0","0","18","0","0","7","0","140"
"26","2026","Trey Hawsey","Louisiana Tech","1B","So","33","0.301","0.369","0.586","21","133","40","6","1","78","10","30","9","6","1","0","21","0","0","0","0","149"
"27","2026","Derek Williams","Miami (FL)","RF","Sr","31","0.411","0.507","0.839","35","112","46","12","0","94","12","48","16","9","3","1","28","3","0","4","0","141"
"28","2026","Graham Mastros","Illinois St.","2B","Jr","31","0.366","0.453","0.667","28","123","45","11","1","82","8","32","17","5","3","1","35","2","0","8","0","149"
"29","2026","Jake Bennett","DBU","DH","Sr","25","0.372","0.520","0.819","36","94","35","9","0","77","11","31","21","8","0","0","16","0","0","2","1","123"
"30","2026","Javar Williams","Wake Forest","CF","Jr","32","0.357","0.484","0.574","40","129","46","7","0","74","7","26","26","6","0","0","26","2","1","20","0","161"
"31","2026","Blake Guerin","South Alabama","1B","Sr","31","0.288","0.411","0.673","31","104","30","7","0","70","11","35","18","5","2","0","39","0","0","0","2","129"
"32","2026","Gavin Kelly","West Virginia","2B","So","27","0.416","0.507","0.681","32","113","47","14","2","77","4","28","20","2","1","0","20","5","0","3","0","136"
"33","2026","Tristan Bissetta","Ole Miss","RF","Sr","33","0.320","0.420","0.705","30","122","39","5","0","86","14","38","21","0","0","0","46","2","1","4","1","143"
"34","2026","Brady Neal","Alabama","C","Sr","33","0.367","0.471","0.633","26","109","40","9","1","69","6","34","20","5","4","2","22","2","0","4","1","140"
"35","2026","Tyson LeBlanc","Kansas","SS","Jr","32","0.320","0.430","0.697","36","122","39","6","2","85","12","39","23","3","3","4","26","0","0","6","1","155"
"36","2026","Nick Wang","Boston College","1B","Sr","33","0.325","0.418","0.667","27","123","40","7","1","82","11","39","20","4","6","0","31","1","3","4","0","153"
"37","2026","Andrew Williamson","UCF","RF","Jr","28","0.327","0.418","0.681","34","113","37","8","4","77","8","27","15","4","2","0","23","2","0","8","3","134"
"38","2026","Nate Savoie","Clemson","C","So","32","0.325","0.423","0.617","28","120","39","5","0","74","10","35","16","5","1","0","22","0","0","3","0","142"
"39","2026","Jake Brown","LSU","RF","Jr","32","0.341","0.444","0.683","37","126","43","7","0","86","12","40","20","4","1","1","19","1","0","8","0","152"
"40","2026","Matthew Pena","CSUN","1B","Jr","29","0.309","0.425","0.773","26","97","30","5","2","75","12","34","14","7","2","0","26","1","0","1","0","120"
"41","2026","Tyce Armstrong","Baylor","1B","Sr","31","0.282","0.403","0.650","23","117","33","5","1","76","12","38","18","7","2","0","39","0","0","4","1","144"
"42","2026","Ryder Helfrick","Arkansas","C","Jr","32","0.306","0.456","0.667","31","111","34","4","0","74","12","30","34","0","4","0","26","1","0","5","2","149"
"43","2026","Rashawn Galloway","Texas St.","RF","Sr","31","0.389","0.433","0.687","32","131","51","15","3","90","6","33","9","1","0","0","11","1","0","0","0","141"
"44","2026","Caden Sorrell","Texas A&M","CF","Jr","30","0.381","0.471","0.873","40","118","45","10","0","103","16","51","18","3","1","0","34","4","0","6","4","140"
"45","2026","Tommy Harrison","Miami (OH)","RF","Jr","29","0.420","0.535","0.795","37","112","47","12","0","89","10","52","22","7","1","0","17","2","0","2","1","142"
"46","2026","Dalton Wentz","Wake Forest","3B","So","32","0.328","0.441","0.664","39","125","41","13","1","83","9","31","25","1","1","0","35","1","0","1","0","152"
"47","2026","Brendan Lawson","Florida","SS","So","30","0.352","0.556","0.802","34","91","32","4","2","73","11","31","34","9","1","0","25","2","0","8","7","135"
"48","2026","Sam Harris","Virginia","1B","Jr","32","0.339","0.459","0.653","37","121","41","8","0","79","10","38","25","2","0","0","40","0","0","2","2","148"
"49","2026","Alex Fernandes","San Jose St.","RF","Sr","31","0.422","0.531","0.647","32","116","49","10","2","75","4","24","25","4","2","0","17","3","0","8","3","147"
"50","2026","Jake Long","Utah","LF","Jr","29","0.361","0.429","0.631","31","122","44","8","2","77","7","38","12","4","2","2","15","2","0","4","1","142"
"51","2026","Drew Barragan","UNLV","3B","Sr","31","0.444","0.520","0.806","43","124","55","12","6","100","7","39","16","6","2","1","29","0","1","2","1","149"
"52","2026","Gavin Grahovac","Texas A&M","1B","Jr","31","0.356","0.463","0.661","41","118","42","10","1","78","8","40","17","9","3","0","20","1","1","3","0","147"
"53","2026","Nico Partida","Texas A&M","3B","Fr","31","0.333","0.432","0.607","33","117","39","5","0","71","9","30","19","2","1","0","26","0","0","3","0","139"
"54","2026","Brodie Johnston","Vanderbilt","3B","So","32","0.356","0.436","0.652","32","132","47","12","0","86","9","27","19","2","3","0","24","0","0","3","0","156"
"55","2026","Drew Smith","Oregon","3B","Sr","32","0.385","0.485","0.716","27","109","42","5","2","78","9","34","18","4","1","2","27","3","1","3","3","134"
"56","2026","Tryston McCladdie","Clemson","CF","Jr","32","0.339","0.428","0.589","28","124","42","7","0","73","8","35","19","1","1","1","19","1","3","12","0","146"
"57","2026","Cooper Williams","Kennesaw St.","LF","Jr","28","0.362","0.455","0.581","25","105","38","6","1","61","5","23","15","3","0","0","28","4","0","12","1","123"
"58","2026","Adam Agresti","St. John's (NY)","C","So","31","0.324","0.453","0.704","24","108","35","5","0","76","12","32","22","5","2","0","26","0","0","7","5","137"
"59","2026","Ethan Surowiec","Florida","1B","So","33","0.317","0.429","0.553","27","123","39","9","1","68","6","31","23","1","0","1","40","2","0","2","0","148"
"60","2026","Ezra McNaughton","BYU","1B","So","30","0.379","0.442","0.659","25","132","50","10","0","87","9","34","10","5","0","0","20","1","0","3","0","147"
"61","2026","Javier Gorostola","FGCU","3B","Jr","31","0.434","0.503","0.736","31","129","56","12","0","95","9","40","16","3","1","0","14","0","0","1","0","149"
"62","2026","Diego Cardenas","Abilene Christian","DH","Sr","32","0.321","0.403","0.756","29","131","42","12","0","99","15","44","15","3","0","0","44","0","1","0","0","149"
"63","2026","Clay Burdette","Xavier","RF","Jr","26","0.378","0.458","0.765","19","98","37","10","2","75","8","27","10","7","3","0","21","1","0","5","3","118"
"64","2026","Davis Gillespie","Southern Miss.","LF","Jr","32","0.325","0.421","0.625","29","120","39","10","1","75","8","25","19","3","3","0","21","0","0","0","2","145"
"65","2026","Tony Lira","Arizona","1B","So","31","0.349","0.432","0.527","22","129","45","8","0","68","5","17","16","3","0","0","28","0","0","2","2","148"
"66","2026","Jamie Laskofski","William & Mary","SS","So","30","0.354","0.456","0.611","34","113","40","5","3","69","6","24","22","0","1","0","16","5","1","18","2","136"
"67","2026","Tristan Curless","ETSU","1B","Sr","29","0.376","0.500","0.734","28","109","41","6","0","80","11","38","22","5","0","0","18","0","0","1","1","136"
"68","2026","Jarren Advincula","Georgia Tech","2B","Jr","31","0.422","0.500","0.617","37","128","54","6","2","79","5","38","17","4","1","1","12","1","0","5","1","151"
"69","2026","Sam Flores","Purdue","3B","Sr","30","0.397","0.463","0.686","33","121","48","11","0","83","8","35","9","6","0","0","25","1","0","4","0","136"
"70","2026","Mulivai Levu","UCLA","1B","Jr","30","0.371","0.470","0.613","38","124","46","7","1","76","7","40","16","8","1","0","16","0","0","1","1","149"
"71","2026","Blake Primrose","Saint Joseph's","C","So","29","0.363","0.453","0.726","35","113","41","10","2","82","9","28","20","1","3","0","29","0","0","0","1","137"
"72","2026","Erick Dessens","Sacramento St.","RF","Jr","32","0.348","0.395","0.582","24","141","49","7","1","82","8","39","10","1","0","0","22","2","1","2","1","152"
"73","2026","Marcos Rosales","UNLV","2B","Jr","32","0.344","0.467","0.607","44","122","42","14","0","74","6","32","22","7","1","0","21","3","2","5","0","152"
"74","2026","Jake Hanley","Indiana","1B","So","30","0.342","0.417","0.600","25","120","41","7","0","72","8","31","16","1","2","0","27","0","0","0","0","139"
"75","2026","Kyle Morrison","Southern Miss.","2B","Sr","32","0.359","0.465","0.692","28","117","42","5","2","81","10","31","18","6","1","1","29","0","0","0","0","143"
"76","2026","Alec DeMartino","Charlotte","RF","Sr","31","0.336","0.454","0.603","26","116","39","9","2","70","6","30","24","1","0","0","33","0","1","5","0","141"
"77","2026","Bino Watters","Notre Dame","LF","So","27","0.325","0.400","0.570","21","114","37","5","1","65","7","28","13","2","1","0","23","1","0","1","1","130"
"78","2026","Jon Embury","FGCU","C","So","31","0.370","0.434","0.717","37","138","51","12","0","99","12","45","12","6","3","0","22","0","1","0","0","159"
"79","2026","Connor Shouse","Texas Tech","3B","So","31","0.372","0.460","0.643","38","129","48","7","2","83","8","44","10","11","0","0","20","0","0","6","0","150"
"80","2026","Matthew Thomas","CSUN","LF","Jr","30","0.360","0.439","0.772","33","114","41","11","3","88","10","28","14","3","1","0","22","1","0","3","2","132"
"81","2026","Jackson Chirello","Kennesaw St.","RF","Sr","28","0.339","0.405","0.633","24","109","37","9","1","69","7","23","10","2","0","0","31","1","0","2","1","121"
"82","2026","Owen Nowak","Middle Tenn.","CF","Jr","32","0.342","0.490","0.550","35","111","38","8","0","61","5","26","25","9","2","1","5","0","1","7","0","148"
"83","2026","Daniel Cuvet","Miami (FL)","3B","Jr","31","0.319","0.470","0.717","44","113","36","10","1","81","11","39","30","4","2","0","22","1","0","3","4","149"
"84","2026","Kade Lewis","Wake Forest","1B","Jr","32","0.341","0.430","0.548","35","126","43","9","1","69","5","25","20","1","2","0","17","0","0","6","0","149"
"85","2026","AJ Gracia","Virginia","CF","Jr","33","0.336","0.484","0.622","39","119","40","7","0","74","9","28","29","7","2","0","20","0","0","1","2","157"
"86","2026","Jake Busson","UIC","3B","Jr","29","0.298","0.390","0.658","20","114","34","6","1","75","11","32","9","10","3","0","43","1","0","1","0","136"
"87","2026","Robin Villeneuve","Texas Tech","1B","Sr","30","0.379","0.459","0.690","32","116","44","9","0","80","9","38","14","4","1","0","30","1","0","1","0","135"
"88","2026","Bayram Hot","Louisville","3B","Sr","32","0.419","0.521","0.667","31","117","49","11","0","78","6","25","15","10","0","4","24","2","0","8","0","146"
"89","2026","Ryan Niedzwiedz","SIUE","1B","Jr","31","0.336","0.415","0.697","33","122","41","8","0","85","12","34","18","0","2","0","17","1","0","1","1","142"
"90","2026","Casey Borba","Texas","1B","Jr","31","0.307","0.413","0.623","27","114","35","6","0","71","10","32","21","1","2","1","39","1","0","3","1","139"
"91","2026","Lane Arroyos","Western Ky.","1B","Jr","32","0.341","0.453","0.610","24","123","42","15","0","75","6","36","24","1","0","0","24","0","0","3","0","148"
"92","2026","Caleb Johnson","Jacksonville St.","SS","Sr","33","0.315","0.395","0.559","28","111","35","10","1","62","5","29","10","6","2","3","30","1","0","15","0","132"
"93","2026","Michael Anderson","Penn St.","DH","Sr","27","0.361","0.488","0.742","22","97","35","4","0","72","11","31","14","11","1","0","15","0","0","1","2","123"
"94","2026","Angel Laya","Oregon","RF","Fr","31","0.297","0.391","0.586","24","111","33","3","1","65","9","28","12","5","0","0","14","2","0","0","1","128"
"95","2026","Jayden Lobliner","San Diego","C","Sr","29","0.333","0.398","0.617","21","120","40","11","1","74","7","27","10","3","0","0","40","0","0","4","0","133"
"96","2026","Sawyer Strosnider","TCU","CF","So","30","0.308","0.462","0.701","41","107","33","6","3","75","10","41","30","3","3","0","24","2","1","9","1","143"
"97","2026","Braden Holcomb","Vanderbilt","CF","Jr","33","0.311","0.392","0.629","33","132","41","9","0","83","11","34","19","0","2","0","40","1","0","1","1","153"
"98","2026","Colby Lunsford","Louisiana Tech","3B","Sr","33","0.292","0.427","0.608","32","120","35","11","0","73","9","27","23","6","1","0","32","1","0","5","1","150"
"99","2026","Mark Quatrani","Notre Dame","C","Jr","27","0.361","0.450","0.694","32","108","39","4","1","75","10","35","11","9","3","0","23","0","0","0","0","131"
"100","2026","Aubrey Kearns","Morehead St.","DH","So","31","0.424","0.497","0.672","35","125","53","10","0","84","7","36","16","3","1","0","28","0","1","2","0","145"
"101","2026","Jacob Johnson","Saint Mary's (CA)","LF","So","26","0.412","0.470","0.735","24","102","42","9","0","75","8","34","8","5","2","0","21","1","0","2","2","117"
"102","2026","Dylan Koontz","Charlotte","DH","Sr","31","0.343","0.500","0.647","32","102","35","4","0","66","9","33","20","12","0","0","23","0","0","1","0","134"
"103","2026","Gable Mitchell","Iowa","2B","Sr","29","0.381","0.479","0.576","34","118","45","10","2","68","3","27","18","6","2","0","4","3","0","7","0","144"
"104","2026","Caston Thompson","Nicholls","1B","Jr","33","0.331","0.426","0.622","26","127","42","7","0","79","10","28","18","3","0","0","29","0","0","0","2","148"
"105","2026","Derek Curiel","LSU","CF","So","32","0.355","0.440","0.532","35","124","44","8","1","66","4","33","20","2","4","0","21","1","0","10","0","150"
"106","2026","Cam Kozeal","Arkansas","2B","Jr","32","0.310","0.413","0.587","32","126","39","9","1","74","8","37","21","2","1","1","29","0","0","1","1","151"
"107","2026","Chris Katz","Mercer","LF","Sr","32","0.398","0.500","0.683","42","123","49","9","1","84","8","34","25","4","4","0","13","2","0","2","0","156"
"108","2026","Paul Schoenfeld","West Virginia","CF","Sr","27","0.398","0.528","0.592","23","98","39","10","3","58","1","28","26","2","1","3","16","3","3","12","0","130"
"109","2026","Manny Salas","Texas St.","1B","Jr","31","0.339","0.436","0.670","31","112","38","8","1","75","9","30","16","4","1","0","34","2","1","4","2","133"
"110","2026","Dylan Winebrenner","Richmond","C","Sr","32","0.352","0.448","0.672","32","122","43","7","1","82","10","29","12","10","1","0","24","4","0","8","2","145"
"111","2026","Charlie Davis","Belmont","2B","Sr","32","0.356","0.410","0.561","28","132","47","10","4","74","3","24","7","5","0","0","13","6","0","5","0","144"
"112","2026","Colby Turner","Michigan","2B","Jr","29","0.373","0.423","0.636","25","118","44","10","0","75","7","28","7","4","1","0","19","1","0","3","0","130"
"113","2026","Rayner Heinrich","Tarleton St.","LF","So","27","0.385","0.444","0.716","29","109","42","10","1","78","8","30","9","4","2","0","24","1","0","6","4","124"
"114","2026","Alex Sosa","Miami (FL)","C","Jr","31","0.342","0.469","0.702","39","114","39","14","0","80","9","37","23","5","1","0","26","1","0","0","0","143"
"115","2026","Drew Berkland","Notre Dame","CF","Sr","27","0.313","0.401","0.496","32","115","36","10","1","57","3","16","14","5","3","0","27","1","0","4","0","137"
"116","2026","Grant Watkins","Abilene Christian","1B","Sr","32","0.262","0.362","0.698","34","126","33","7","0","88","16","35","15","6","2","0","39","0","0","0","0","149"
"117","2026","Jake Schaffner","North Carolina","SS","Jr","32","0.341","0.445","0.579","36","126","43","8","5","73","4","26","16","10","3","0","13","1","1","14","0","155"
"118","2026","Mason Roell","Indiana St.","3B","So","21","0.424","0.558","0.894","28","66","28","5","1","59","8","22","15","5","0","0","17","1","0","5","0","86"
"119","2026","Griffin Crain","Louisville","LF","So","30","0.400","0.524","0.568","20","95","38","8","1","54","2","33","20","7","2","3","12","3","0","2","0","127"
"120","2026","Carter Beck","Indiana St.","CF","Jr","31","0.354","0.438","0.623","33","130","46","10","2","81","7","31","12","9","2","0","17","3","0","4","3","153"
"121","2026","Troy Sudbrook","Toledo","3B","Sr","29","0.361","0.474","0.713","33","108","39","16","2","77","6","43","16","9","2","3","20","4","1","5","3","138"
"122","2026","Jett Kenady","California","SS","Fr","30","0.339","0.378","0.602","22","118","40","11","1","71","6","19","8","0","1","0","26","0","2","1","0","127"
"123","2026","Joey Urban","Southern Miss.","CF","Sr","32","0.328","0.458","0.615","37","122","40","4","2","75","9","29","25","5","1","0","19","1","0","2","2","153"
"124","2026","Colton Bower","Washington","C","Jr","26","0.337","0.421","0.685","20","92","31","7","2","63","7","24","9","5","1","2","28","0","0","3","0","109"
"125","2026","Judd Utermark","Ole Miss","3B","Sr","33","0.303","0.444","0.681","38","119","36","6","0","81","13","30","26","5","1","0","40","1","0","6","0","151"
"126","2026","Armani Raygoza","UTRGV","1B","Jr","32","0.305","0.454","0.627","31","118","36","8","0","74","10","29","31","2","1","0","32","1","0","1","3","152"
"127","2026","Roman Martin","UCLA","3B","Jr","30","0.363","0.507","0.575","31","113","41","10","1","65","4","34","30","4","1","0","26","1","1","0","0","148"
"128","2026","Erik Paulsen","North Carolina","1B","So","33","0.309","0.444","0.512","37","123","38","7","0","63","6","29","23","7","0","0","27","0","0","0","1","153"
"129","2026","Terrick Thompson-Allen","SIUE","RF","Sr","28","0.314","0.371","0.686","25","105","33","8","2","72","9","27","10","0","1","0","25","4","0","4","0","116"
"130","2026","Caden Miller","UTSA","1B","So","32","0.396","0.537","0.613","38","111","44","10","1","68","4","28","30","5","1","0","23","2","0","10","0","147"
"131","2026","Blaize Johnson","UNC Asheville","LF","So","32","0.400","0.507","0.750","36","120","48","11","2","90","9","37","25","1","0","0","11","4","0","3","0","146"
"132","2026","Sam Grube","Virginia Tech","1B","Fr","29","0.289","0.366","0.439","22","114","33","8","0","50","3","21","11","4","2","3","25","1","0","6","0","134"
"133","2026","Ethan Farris","Texas St.","1B","Jr","13","0.396","0.444","1.021","17","48","19","4","1","49","8","20","3","2","1","0","10","0","0","2","0","54"
"134","2026","Landon Godsey","Belmont","3B","Sr","32","0.293","0.378","0.543","20","116","34","11","0","63","6","26","14","3","2","1","31","1","0","4","0","136"
"135","2026","Braydon Kersey","Mercer","DH","So","31","0.296","0.391","0.635","26","115","34","6","0","73","11","35","15","3","0","0","41","0","0","5","0","133"
"136","2026","Steve Solorzano","New Mexico St.","1B","Jr","30","0.344","0.442","0.648","36","125","43","13","2","81","7","32","14","8","0","0","14","0","0","6","0","147"
"137","2026","Ryan Zuckerman","Georgia Tech","3B","Jr","31","0.327","0.460","0.718","35","110","36","8","1","79","11","39","24","4","1","0","42","0","0","1","0","139"
"138","2026","Evan Bouldin","Delaware","1B","Sr","32","0.364","0.455","0.620","22","121","44","10","0","75","7","27","21","1","2","0","13","0","0","4","0","145"
"139","2026","Kolby Branch","Georgia","SS","Sr","33","0.254","0.377","0.640","32","114","29","5","0","73","13","35","21","2","1","0","35","0","0","1","0","138"
"140","2026","Max Kaufer","Wichita St.","C","Sr","18","0.440","0.567","1.180","18","50","22","4","0","59","11","27","11","5","1","0","12","0","0","1","0","67"
"141","2026","Jet Gilliam","Utah","CF","Jr","29","0.349","0.437","0.519","23","106","37","6","0","55","4","24","16","2","2","2","22","1","2","7","1","128"
"142","2026","Carson Kerce","Georgia Tech","SS","Jr","31","0.364","0.465","0.626","27","107","39","17","1","67","3","26","16","4","0","1","14","0","0","2","0","128"
"143","2026","Tre Broussard","Houston","DH","Jr","21","0.413","0.500","0.653","16","75","31","7","1","49","3","19","13","2","2","0","14","0","0","10","1","92"
"144","2026","Zeb Allen","Central Ark.","LF","Jr","32","0.315","0.397","0.645","33","124","39","4","2","80","11","28","16","3","3","1","25","2","0","12","2","147"
"145","2026","Cavan McMeans","Belmont","SS","So","32","0.308","0.371","0.583","19","120","37","9","3","70","6","27","9","3","0","0","29","1","1","3","0","132"
"146","2026","Liam Bushey","Western Ill.","1B","","29","0.325","0.434","0.623","26","114","37","4","0","71","10","36","24","1","4","0","20","2","0","2","0","143"
"147","2026","Maddox Haley","Gonzaga","RF","Jr","18","0.458","0.487","0.833","16","72","33","9","0","60","6","16","3","2","1","0","8","1","0","1","0","78"
"148","2026","Emil Estrella","Indiana St.","RF","Sr","31","0.288","0.371","0.545","29","132","38","9","2","72","7","32","15","3","1","0","30","3","2","5","0","151"
"149","2026","Jacob Doyle","Nevada","CF","Jr","26","0.309","0.431","0.660","28","94","29","6","0","62","9","30","16","5","1","0","29","1","0","1","1","116"
"150","2026","Kaden Smith","Duke","DH","Sr","22","0.353","0.436","0.694","20","85","30","6","1","59","7","25","9","5","2","0","25","0","0","1","1","101"
"151","2026","Ryan Tayman","Cal Poly","C","Jr","30","0.327","0.429","0.664","23","110","36","5","1","73","10","31","15","6","2","2","20","1","0","0","0","135"
"152","2026","Will Baker","Georgia Tech","RF","So","30","0.381","0.504","0.660","35","97","37","13","1","64","4","27","24","3","3","3","18","0","0","1","0","130"
"153","2026","Blaine Brown","Tennessee","DH","So","31","0.260","0.328","0.520","26","123","32","8","0","64","8","25","12","1","1","0","29","0","0","3","0","137"
"154","2026","Randy Seymour","Michigan St.","1B","Sr","28","0.292","0.336","0.655","20","113","33","6","1","74","11","31","4","4","1","0","32","2","0","2","0","122"
"155","2026","Ben North","Creighton","SS","Sr","29","0.333","0.435","0.550","24","111","37","5","2","61","5","23","14","6","0","0","32","0","0","9","1","131"
"156","2026","Carter Dierdorf","Pittsburgh","1B","Sr","26","0.338","0.525","0.732","23","71","24","4","0","52","8","24","25","4","1","0","16","1","1","0","0","101"
"157","2026","Ty Smolinski","Kansas St.","1B","So","28","0.356","0.469","0.655","32","87","31","11","0","57","5","24","15","7","4","0","16","1","0","4","0","113"
"158","2026","Logan Shepherd","Mercer","1B","Jr","32","0.341","0.465","0.643","35","126","43","8","0","81","10","32","23","6","0","0","33","1","0","0","0","155"
"159","2026","Owen Washburn","Wichita St.","DH","Sr","31","0.376","0.414","0.641","30","117","44","11","1","75","6","37","10","1","5","0","21","1","0","2","1","133"
"160","2026","Dylan Biddick","New Orleans","LF","Jr","34","0.331","0.472","0.540","21","124","41","9","1","67","5","21","31","3","1","0","30","1","2","2","0","159"
"161","2026","Jake Bell","Bellarmine","2B","Fr","27","0.357","0.455","0.619","17","84","30","7","0","52","5","16","13","2","0","1","11","2","1","1","0","100"
"162","2026","Cade Arrambide","LSU","C","So","26","0.256","0.402","0.463","19","82","21","5","0","38","4","16","16","4","0","0","28","0","0","0","0","102"
"163","2026","Roch Cholowsky","UCLA","SS","Jr","30","0.330","0.467","0.661","41","115","38","8","0","76","10","35","19","14","4","0","19","0","0","1","1","152"
"164","2026","Nick Sutherlin","Indiana St.","3B","Sr","31","0.300","0.371","0.517","31","120","36","11","0","62","5","31","11","5","4","0","29","0","1","4","0","140"
"165","2026","Hogan Denny","Indiana","RF","So","30","0.339","0.444","0.593","34","118","40","12","0","70","6","23","18","6","2","0","21","1","0","5","1","144"
"166","2026","Tyler Kamerer","Marshall","2B","Jr","30","0.354","0.406","0.523","35","130","46","12","2","68","2","24","9","3","1","0","19","2","0","4","0","143"
"167","2026","Owen Clyne","George Mason","SS","Sr","29","0.381","0.459","0.593","27","113","43","9","3","67","3","27","17","1","2","1","16","2","1","16","2","134"
"168","2026","Mike Mancini","Vanderbilt","LF","Sr","28","0.347","0.477","0.714","29","98","34","6","0","70","10","30","24","3","3","2","25","0","1","9","0","130"
"169","2026","Cooper Nicholson","North Carolina","3B","Jr","33","0.240","0.423","0.542","25","96","23","8","0","52","7","25","22","10","2","0","27","0","0","0","0","130"
"170","2026","Grayson Childers","Queens (NC)","1B","Jr","30","0.344","0.483","0.656","18","90","31","8","1","59","6","15","22","4","2","4","28","3","0","4","0","122"
"171","2026","Jimmy Janicki","Troy","C","So","31","0.317","0.401","0.593","25","123","39","8","1","73","8","35","14","4","1","0","24","2","0","2","0","142"
"172","2026","AJ Putty","Illinois","1B","Fr","29","0.339","0.400","0.542","18","118","40","10","1","64","4","33","13","1","3","0","30","0","0","2","1","135"
"173","2026","Jack Spanier","Minnesota","SS","Jr","28","0.339","0.479","0.554","33","112","38","11","2","62","3","18","29","1","0","0","20","2","2","10","0","142"
"174","2026","TJ Rogers","San Francisco","SS","Sr","28","0.302","0.435","0.632","24","106","32","8","0","67","9","16","20","5","0","0","38","0","0","6","1","131"
"175","2026","Shintaro Inoue","Kansas St.","2B","Sr","31","0.314","0.432","0.471","33","121","38","10","0","57","3","26","21","4","0","1","18","1","0","1","0","147"
"176","2026","Ace Reese","Mississippi St.","3B","Jr","32","0.311","0.414","0.631","37","122","38","12","0","77","9","40","21","1","1","0","31","0","0","1","2","145"
"177","2026","Hideki Prather","California","C","Jr","27","0.365","0.455","0.683","26","104","38","12","0","71","7","20","14","4","1","0","15","2","0","3","0","123"
"178","2026","Matt Ineich","West Virginia","SS","So","27","0.349","0.486","0.509","35","106","37","6","1","54","3","25","25","5","2","0","13","3","1","2","1","138"
"179","2026","Jackson Marshall","UConn","1B","Fr","32","0.346","0.445","0.631","27","130","45","10","0","82","9","25","21","3","1","0","22","0","0","1","2","155"
"180","2026","Juju Stevens","Maine","RF","Sr","28","0.336","0.398","0.645","29","110","37","6","2","71","8","18","7","5","1","1","18","2","1","4","0","124"
"181","2026","Noah Sullivan","Mississippi St.","DH","Sr","28","0.354","0.488","0.615","26","96","34","7","0","59","6","26","22","5","2","0","25","1","0","6","0","125"
"182","2026","Cooper Blauser","Jacksonville St.","2B","So","32","0.330","0.410","0.530","31","115","38","10","2","61","3","31","16","3","5","1","24","1","0","16","2","140"
"183","2026","Gabe Springer","San Diego","3B","Sr","29","0.283","0.482","0.535","33","99","28","8","1","53","5","16","18","20","0","0","35","4","0","8","1","137"
"184","2026","Travis Sanders","Baylor","SS","Jr","29","0.379","0.486","0.578","27","116","44","10","2","67","3","20","22","2","0","0","38","1","1","10","2","140"
"185","2026","Terence Grines","UT Martin","RF","Sr","31","0.346","0.405","0.571","44","133","46","12","3","76","4","28","9","5","1","0","17","4","2","33","1","148"
"186","2026","Jesse Rusinek","Texas Tech","RF","Fr","27","0.438","0.528","0.629","23","89","39","5","3","56","2","22","15","2","0","1","11","2","0","11","0","107"
"187","2026","Brady Janusek","Baylor","RF","Fr","31","0.333","0.420","0.626","31","123","41","6","3","77","8","31","17","2","1","0","36","4","2","11","0","143"
"188","2026","Jorsixt Jimenez","Tennessee Tech","RF","Sr","29","0.333","0.417","0.741","23","108","36","5","3","80","11","40","12","5","2","0","26","1","1","2","0","127"
"189","2026","Jett Buck","Nebraska","2B","Sr","30","0.350","0.423","0.590","27","117","41","7","0","69","7","33","10","7","3","0","30","1","0","4","1","137"
"190","2026","Hunter Ray","FDU","RF","So","28","0.378","0.514","0.820","39","111","42","7","0","91","14","42","26","5","0","0","29","2","0","15","1","142"
"191","2026","Dean O'Neill","Middle Tenn.","1B","Jr","32","0.315","0.379","0.592","27","130","41","7","1","77","9","35","11","3","1","2","24","0","0","2","0","147"
